arabic_text,english_text
الدراجي,Al-Drajy
المرتضي,Al-Murtada
بوشريده,Boshrida
المكى,Al-Mka
المقرحي,Al-Magrahi
سكران,Skran
اعتيبي,Ateibi
ساري,Sari
الضريوى,Al-Dhriwi
اجميعة,Ajmya
الشويرف,Al-Shuweirif
مدالي,Mdaly
بولبيده,Bolbeida
العائش,Al-Aaish
الاسمع,Al-Asma
افريطيس,Afrities
الربدي,Al-Rabdi
الاشل,Al-Ashal
اقويطين,Aqwaitin
الافى,Al-Afa
لأمين,Lamyn
النقاز,Al-Nqaz
سكات,Sakkat
العشيبى,Al-Ashaibi
الغزالى,Al-Ghzala
عبدالدئم,Abdeldaem
بوعين,BoAyn
المبخوت,Al-Mabkhout
الدائم,Al-Daim
اخنيفر,Akhneifer
نيهال,Nyhal
اهويدي,Ahouaidi
الجعيدي,Al-Jaydy
الزويي,Al-Zwaii
النايض,Al-Nayid
باكر,Baker
التاجر,Al-Tajer
حلوم,Halloum
مدلله,Madallala
نجمه,Njmh
صلهاب,Salhab
شكشاكة,Shakshaka
مرفت,Mrft
أبريدان,Abraydan
أنقافو,Anqafou
العنيزي,Al-Anizi
الصاقر,Al-Saqr
ابرهيم,Ibrahim
ابريكة,Abrika
عائده,Aidh
بوسكرانه,Boskarana
بشاشه,Bashasha
سمعه,Smah
الدريبى,Al-Dryba
قبول,Qbwl
بوقعيقيص,Boqaiqis
أمين,Amin
الراقوبي,Al-Raqoubi
افضيل,Afdail
محيسن,Muhaisen
اعلويه,Alawiya
سهيلا,Suhaila
ارحومة,Arhouma
الفخاخرى,Al-Fkhakhra
اعليان,Alyan
سلطانة,Sltana
الدلنيسي,Al-Dalnisi
زوبه,Zwbh
القاضي,Al-Qady
الشحومى,Al-Shahoumi
المنفي,Al-Manfi
مشيره,Mushira
هداء,Hda
امعيلف,Amailef
امهول,Amhoul
اخليفه,Akhalifa
الهاين,Al-Hain
التركي,Al-Turki
الزلاوى,Al-Zlawa
الانصاري,Al-Ansary
النبار,Al-Nbar
هزاوى,Hazawi
عجاج,Ajaj
بورويص,Borweis
الشابله,Al-Shabla
بوهادي,BoHady
الميار,Al-Mayar
راغب,Raghb
اسميه,Asmiya
أمباركه,Ambarkh
البابه,Al-Babh
بواحويش,Boahwaish
أبريكه,Abrika
العاشق,Al-Ashq
احبارة,Ahbara
نصرالدين,Nsraldyn
سويدان,Swydan
الورشفانى,Al-Wershafani
مدواي,Mdway
بوزقية,BoZqya
سويري,Suwairi
الشهيبى,Al-Shaheibi
العمى,Al-Ama
الشومانى,Al-Shwmana
يوشح,Youshah
اجويلى,Ajwaili
لحلوح,Lahlouh
عبدالصمد,Abdelsamad
امبيوه,Ambiyouh
السجان,Al-Sajjan
الفضلي,Al-Fadli
القنيدي,Al-Qunaidi
بسكري,Biskri
اسويحل,Aswaihal
بوليفه,Bolifa
بهلول,Bahloul
ديوب,Dioub
امطيريد,Amtirid
عند,And
البخاري,Al-Bukhari
أشتيوي,Ashtiwi
المجعوك,Al-Majouk
بووذن,Bowadhan
السني,Al-Sunni
قدريه,Qadriya
السكورى,Al-Skwra
الحمروش,Al-Hamroush
عيس,Ays
لربد,Lrbd
أحمادى,Ahmadi
المكي,Al-Makki
ابليبلو,Abliblo
الشلمانى,Al-Shlmana
طوير,Twyr
الكالح,Al-Kalh
الخاطره,Al-Khatra
كمبه,Kamba
أبوزريبه,Abouzeiba
غربيه,Gharbiya
ابوحجر,AbouHajar
قمرة,Qmra
ابوشيحه,AbouShyhh
احزاز,Ahzaz
الخضير,Al-Khudair
ميزونه,Mizouna
الشرقاوي,Al-Sharqawi
المرتضى,Al-Mrtda
هشام,Hisham
قريش,Quraish
ابورزيزه,AbouRzyzh
السالمي,Al-Salmy
بوعمود,BoAmwd
ابعيص,Abays
الزليطني,Al-Zlitni
عطيات,Atyat
ابوعيسى,AbouIssa
جمعيه,Jmayh
السراوي,Al-Srawy
نزار,Nzar
أحمدعليش,Ahmedalish
العالم,Al-Alam
لطيفة,Ltyfa
امريض,Amreid
اليسير,Al-Yasir
الشين,Al-Shin
التريكي,Al-Turki
الخروبي,Al-Kharoubi
سميحة,Smyha
بوحميدة,BoHmeida
الجائله,Al-Jailh
بوبيضه,Bobeida
بوشكيوه,Boshkiwa
جلغاف,Jlghaf
بطرون,Batroun
امساعدة,Amsada
كربيا,Krbya
أغريبيل,Aghribil
جيدالله,Jydallh
بومعلومة,BoMalouma
عوام,Awam
حوسات,Housat
مامي,Mamy
الضبع,Al-Dba
أسامه,Asamh
احفيظه,Ahfaiza
الغناى,Al-Ghna
فليس,Falees
صيدون,Saidoun
الزغنون,Al-Zaghnoun
اعقيل,Aqil
الغيراني,Al-Ghiryani
العدولى,Al-Adouli
الصفار,Al-Saffar
السطى,Al-Sati
صيد,Syd
الشرداخ,Al-Shardakh
هميله,Hamila
الحصنى,Al-Hsna
فرجانى,Frjana
فضيله,Fadila
حُسَن,Hsn
الجليطى,Al-Jlyta
القلال,Al-Qlal
جميعه,Jmyah
كامل,Kaml
الحمرايه,Al-Hamraya
مجدي,Magdi
النجارى,Al-Njara
سعدالله,Sadallh
المكسور,Al-Maksour
صبحية,Sbhya
الاسود,Al-Aswd
المقوب,Al-Maqoub
الخمسي,Al-Khomsi
الرسول,Al-Rasoul
بوجلاله,BoJlalh
منا,Mna
ابوقطمة,AbouQtma
ارضيوه,Ardiyouh
فتيته,Fteita
تكميله,Takmila
التواتى,Al-Tawati
موس,Mws
القرقوري,Al-Qarqouri
حوينش,Huweinsh
المريمى,Al-Mryma
الكبير,Al-Kabir
الخشمى,Al-Khashmi
السحاتى,Al-Shata
احبيسه,Ahbeisa
الريالي,Al-Ryaly
امشاقن,Amshaqan
فخري,Fakhri
مليح,Mlyh
الزيداني,Al-Zaidani
العصاوى,Al-Asawa
علاء,Alaa
ابوسمره,AbouSmrh
علو,Alo
أسامة,Osama
الغناي,Al-Ghnay
بورقيعة,BoRqya
دمدوم,Damdoum
سمهود,Samhoud
القنين,Al-Qaneen
قسامى,Qsama
سجى,Sja
بوشديق,Bousdiq
أمباركة,Ambarka
عبدالحليم,Abdelhalim
بوحلفايه,Bohalfaia
الجطلاوى,Al-Jtlawa
زاكى,Zaka
بوكر,Bokar
علا,Ala
مندي,Mndy
التراغني,Al-Taraghni
امرايف,Amrayef
ابوحجيل,Abouhjail
الزاهي,Al-Zahy
الصوفي,Al-Soufi
الحصادي,Al-Hsady
فايد,Faed
العقيبى,Al-Aqyba
نجوي,Najwa
العكاري,Al-Akary
كيلانى,Kylana
عقليه,Aqila
فوناس,Founas
ازريقه,Azriqa
امعرف,Amarf
اعريبي,Aribi
الرويعى,Al-Rwya
الزردومي,Al-Zardoumi
لالي,Laly
الجروشى,Al-Jaroushi
الزعلوك,Al-Zalwk
بوأهديلة,BoAhdyla
ماهه,Mahh
الفرداوي,Al-Fardawi
مكه,Mkh
شلى,Shla
قى,Qa
مبرووكه,Mabrouka
اجوان,Ajwan
فنترى,Fantari
الزيادي,Al-Zyady
زكريا,Zkrya
شنب,Shnb
الشفيق,Al-Shafiq
الخزخاز,Al-Khazkhaz
الشيهنى,Al-Shihani
الكعوار,Al-Kawar
جنديه,Jundiya
بخيث,Bekheith
المقطوف,Al-Maqtouf
الرجباني,Al-Rajbani
خفاجى,Khfaja
الرهيون,Al-Rhaiyoun
البسكرى,Al-Biskri
اغويزى,Aghwaizi
الحصائري,Al-Hsairy
زيـــد,Zyـــd
الزهره,Al-Zahra
جبجي,Jbjy
الحوسين,Al-Houssein
الهدالي,Al-Hdaly
أمقاوي,Emqawi
أحميدة,Ahmeida
الكوت,Al-Kout
القريقعي,Al-Qurayqei
عويان,Awyan
الخبولي,Al-Khabouli
السركسي,Al-Sarkasi
الصداعي,Al-Sday
هليل,Halil
أبراهيم,Abrahym
عبدالصالح,Abdelsaleh
اعويان,Aawyan
لبرش,Labrash
مختاظ,Mkhtaz
المجيديب,Al-Majideeb
لشل,Lshl
مكيائيل,Mkyaiyl
ابوشرود,AbouShrwd
افريحة,Afreeha
جبران,Jbran
ابوضلف,AbouDlf
اسعيدة,Asayda
اعتيقة,Atyqa
اسموعة,Asmwa
اغزيل,Aghzail
الخضري,Al-Khudri
الفيتور,Al-Fitur
ي,Y
اطنين,Atnin
العقابي,Al-Aqaby
نوره,Nwrh
امهشهش,Amhashhash
مريمي,Mraimi
مالك,Malk
عبدالموالي,Abdelmawali
العاقورى,Al-Aqwra
سها,Sha
سويسي,Suweisi
مقاوي,Mqawy
الزاوي,Al-Zawy
رياض,Ryad
اللبيدى,Al-Lbyda
الشياب,Al-Shyab
الحدادى,Al-Hdada
كسكاس,Kskas
ابوعليقه,AbouAlyqh
بوقرناص,Boqarnas
زهو,Zhw
محمدخزام,Mohammed Khazam
الفطماني,Al-Fatmani
مصرى,Msra
صقير,Sqyr
زيناهم,Zynahm
بوطريف,Botraif
الساكته,Al-Sakth
اقويز,Aqwaiz
الصوفى,Al-Swfa
اخلف,Akhlaf
السكران,Al-Skran
الشرقيه,Al-Sharqiya
بوفروه,Bofroua
هلالية,Hlalya
سركس,Sarkas
الدالى,Al-Dala
القباص,Al-Qbas
افكرين,Afkarin
بادى,Bada
مجحود,Majhoud
زهيره,Zuhaira
علموها,Almuha
غرسه,Ghirsa
الطبجي,Al-Tabji
قشوط,Qashout
الحسن,Al-Hassan
احمادى,Ahmada
خدوج,Khadouj
هروس,Hrws
الصمصار,Al-Samsar
امهيدى,Amahidi
بورميلة,Bourmeila
اميمه,Umaima
الدمنسى,Al-Dmnsa
واسق,Waseq
الحجازي,Al-Hjazy
بورزيزة,BoRzyza
الحمري,Al-Hamri
عاقلة,Aqla
ابوخاطره,AbouKhatrh
بالرحوله,Belrahoula
سوتيه,Soutia
امغيب,Amghaib
سويسى,Swysa
الهاشمي,Al-Hashimi
الارناؤوطى,Al-Arnaouwta
الارناؤوطي,Al-Arnaouwty
الزويكى,Al-Zwyka
الشبيلى,Al-Shibili
منيا,Mnya
ابتسامه,Abtsamh
بواصبع,BoAsba
نسيم,Nsym
الوالى,Al-Wala
الجاهلي,Al-Jahly
حمدان,Hamdan
المريمي,Al-Muraimi
الجربي,Al-Jarbi
نصره,Nsrh
المالكي,Al-Malky
الفيلالي,Al-Filali
قاصد,Qasd
اثعيلب,Athailib
الاسمر,Al-Asmr
أبودية,Aboudiya
الاقيطع,Al-Aqyta
أسعيده,Asaydh
الدنينى,Al-Dinini
ابوعائشة,AbouAisha
بوجلال,BoJalal
ليبرش,Lybrsh
ابوسته,Abousta
بوريه,Bouria
وائل,Wael
الشاعر,Al-Shar
الاء,Al-A
الزياطى,Al-Zyata
خطريه,Khtryh
قواليش,Qawalish
امجاور,Amjawr
السراوى,Al-Srawa
المانع,Al-Mana
نزيهة,Naziha
وكيل,Wkyl
بثينه,Buthaina
البابور,Al-Babwr
بوسن,Bosen
بوابريق,BoAbryq
بيدالله,Bidallah
الشفيع,Al-Shfya
عزاق,Azaq
الكزة,Al-Kza
أشرف,Ashraf
الجرينة,Al-Jarina
زكى,Zka
بوزكره,Bozakra
الماقوري,Al-Maqouri
اقدوره,Aqdoura
راوية,Rawya
مرضية,Mrdya
الشاذلي,Al-Shazli
دينا,Dina
القدافي,Al-Qadhafi
بوعيشه,Boaisha
الصويعي,Al-Swyay
ياهات,Yahat
مريومة,Mrywma
ذوقه,Dhouqa
الأسمر,Al-Asmr
بابيش,Babish
ابوزعكوك,AbouZakwk
مغاثة,Mughatha
ارحمه,Arhama
الفيل,Al-Feel
قنفود,Qanfoud
دربى,Darbi
السلاك,Al-Sallak
ابوزريدة,AbouZryda
بوجواري,BoJwary
ميرة,Myra
هنداوى,Hndawa
عبدالمعين,Abdelmoein
لميا,Lmya
ارجاعي,Arjay
بريك,Breik
درباش,Darbash
زقلام,Zqlam
السرحاني,Al-Sarhani
حليق,Haliq
بواخشيم,Bowakhshim
صويد,Swyd
الجريبيى,Al-Jaribi
بوعوينه,BoAwynh
الكيخيا,Al-Kikhia
الطيناش,Al-Tinash
بالراس,Balras
بوخضره,BoKhadra
مشهيه,Mshhyh
الخراز,Al-Khraz
لطفى,Ltfa
شقيفه,Shqyfh
القباصي,Al-Qbasy
الخريص,Al-Khreis
الزنتانى,Al-Zntana
الصبيحى,Al-Sbyha
فطيمه,Fteima
رغد,Raghad
منسية,Mansiya
أبو,Abw
خشيم,Khasheim
الوحيشى,Al-Wahishi
سيدي,Sidi
ملوم,Malloum
ارحمة,Arhma
انيسة,Anysa
مناع,Mannaa
المنتصر,Al-Muntasir
رفيق,Rafiq
زحيليق,Zahliq
المشكاني,Al-Mashkani
الرباطي,Al-Ribati
طيوش,Tiyoush
المؤلف,Al-Moallif
اشليمبو,Ashlimbou
بوشغلين,Boshghaleen
امقدع,Amqadaa
ناجم,Najm
التوني,Al-Touni
بوخيط,Bokheit
ساسية,Sasya
مسعده,Masaada
لبن,Laban
كميله,Kamila
عبدالبصير,Abdelbasir
العكارى,Al-Akkari
ابوالعويله,Abouelawila
